Unnamed: 0,URL Link,Date,Source,Source Link,Title,Description,Text to Process,Preprocessed Text,Value,Sentiment
0,https://news.google.com/rss/articles/CBMia2h0dHBzOi8vd3d3Lm1pY3Jvc29mdC5jb20vZW4tdXMvcmVzZWFyY2gvYmxvZy9hYWFpLTIwMjEtYWNjZWxlcmF0aW5nLXRoZS1pbXBhY3Qtb2YtYXJ0aWZpY2lhbC1pbnRlbGxpZ2VuY2Uv0gEA?oc=5,2021-02-24,Microsoft,https://www.microsoft.com,AAAI 2021: Accelerating the impact of artificial intelligence,"The purpose of the Association for the Advancement of Artificial Intelligence, according to its bylaws, is twofold. The first is to promote research in the area of AI, and the second is to promote the responsible use of these types of technology. The result was a 35th AAAI Conference on Artificial Intelligence (AAAI-21) (opens in new tab) schedule that broadens the possibilities of AI and is heavily reflective of a pivotal time in AI research when experts are […]","AAAI 2021: Accelerating the impact of artificial intelligence The purpose of the Association for the Advancement of Artificial Intelligence, according to its bylaws, is twofold. The first is to promote research in the area of AI, and the second is to promote the responsible use of these types of technology. The result was a 35th AAAI Conference on Artificial Intelligence (AAAI-21) (opens in new tab) schedule that broadens the possibilities of AI and is heavily reflective of a pivotal time in AI research when experts are […]",aaai accelerating impact artificial intelligence purpose association advancement artificial intelligence according bylaw twofold first promote research area ai second promote responsible use type technology result th aaai conference artificial intelligence aaai open new tab schedule broadens possibility ai heavily reflective pivotal time ai research expert,0.9971988201141357,positive
1,https://news.google.com/rss/articles/CBMiPWh0dHBzOi8vd3d3LmZyb250aWVyc2luLm9yZy9hcnRpY2xlcy8xMC4zMzg5L2ZyYWkuMjAyMC42MjE1NzfSAQA?oc=5,2021-02-22,Frontiers,https://www.frontiersin.org,Using Natural Language Processing and Artificial Intelligence to Explore the Nutrition and Sustainability of Recipes ...,"In this paper, we discuss the use of natural language processing and artificial intelligence to analyze nutritional and sustainability aspects of recipes and...","Using Natural Language Processing and Artificial Intelligence to Explore the Nutrition and Sustainability of Recipes ... In this paper, we discuss the use of natural language processing and artificial intelligence to analyze nutritional and sustainability aspects of recipes and...",using natural language processing artificial intelligence explore nutrition sustainability recipe paper discus use natural language processing artificial intelligence analyze nutritional sustainability aspect recipe,0.9275877475738525,negative
2,https://news.google.com/rss/articles/CBMidmh0dHBzOi8vbmV3cy51c25pLm9yZy8yMDIxLzAyLzIzL3Utcy1ob2xkcy1zbGltLWVkZ2Utb3Zlci1jaGluYS1pbi1hcnRpZmljaWFsLWludGVsbGlnZW5jZS1mb3JtZXItZ29vZ2xlLWNoYWlybWFuLXNheXPSAQA?oc=5,2021-02-23,USNI News,https://news.usni.org,"U.S. Holds Slim Edge over China in Artificial Intelligence, Former Google Chairman Says","The chairman of a special commission on artificial intelligence warned Congress the United States is only one to two years ahead of China in developing artificial intelligence, as Beijing remains “relentlessly focused” on achieving dominance across the broad spectrum of high technologies. Testifying Tuesday before the Senate Armed Services Committee, Eric Schmidt, former chairman of Google, said the United States needs to maintain a five to 10-year advantage over its “pacing competitor” in AI and other high technology fields like quantum computing. In discussing the commission’s report, due out March 1, he said he was “worried we don’t understand the","U.S. Holds Slim Edge over China in Artificial Intelligence, Former Google Chairman Says The chairman of a special commission on artificial intelligence warned Congress the United States is only one to two years ahead of China in developing artificial intelligence, as Beijing remains “relentlessly focused” on achieving dominance across the broad spectrum of high technologies. Testifying Tuesday before the Senate Armed Services Committee, Eric Schmidt, former chairman of Google, said the United States needs to maintain a five to 10-year advantage over its “pacing competitor” in AI and other high technology fields like quantum computing. In discussing the commission’s report, due out March 1, he said he was “worried we don’t understand the",u hold slim edge china artificial intelligence former google chairman say chairman special commission artificial intelligence warned congress united state one two year ahead china developing artificial intelligence beijing remains relentlessly focused achieving dominance across broad spectrum high technology testifying tuesday senate armed service committee eric schmidt former chairman google said united state need maintain five year advantage pacing competitor ai high technology field like quantum computing discussing commission report due march said worried dont understand,0.9994521737098694,negative
3,https://news.google.com/rss/articles/CBMidGh0dHBzOi8vd3d3LnRoaXNpc21vbmV5LmNvLnVrL21vbmV5L25ld3MvYXJ0aWNsZS05MjkxNjkzL1JvYm90cy1wb3NpbmctaHVtYW5zLWFuc3dlci04NS1jdXN0b21lci1xdWVyaWVzLW9ubGluZS5odG1s0gF4aHR0cHM6Ly93d3cudGhpc2lzbW9uZXkuY28udWsvbW9uZXkvbmV3cy9hcnRpY2xlLTkyOTE2OTMvYW1wL1JvYm90cy1wb3NpbmctaHVtYW5zLWFuc3dlci04NS1jdXN0b21lci1xdWVyaWVzLW9ubGluZS5odG1s?oc=5,2021-02-24,This is Money,https://www.thisismoney.co.uk,Robots posing as humans now answer 85% of customer queries online,"Chatbots have become increasingly common as firms struggle to keep up with a surge in enquiries from customers during the pandemic, at a time when many have fewer staff manning their call centres.","Robots posing as humans now answer 85% of customer queries online Chatbots have become increasingly common as firms struggle to keep up with a surge in enquiries from customers during the pandemic, at a time when many have fewer staff manning their call centres.",robot posing human answer customer query online chatbots become increasingly common firm struggle keep surge enquiry customer pandemic time many fewer staff manning call centre,0.9934259653091431,negative
4,https://news.google.com/rss/articles/CBMiZ2h0dHBzOi8vZnNpLnN0YW5mb3JkLmVkdS9uZXdzL21lbGRpbmctYWktYW5kLWFsZ29yaXRobXMtaGVhbHRoLWNhcmUtYW5kLXBvbGljeS1jb21iYXQtaHVtYW4tdHJhZmZpY2tpbmfSAQA?oc=5,2021-02-24,Freeman Spogli Institute for International Studies,https://fsi.stanford.edu,Melding Artificial Intelligence and Algorithms with Health Care and Policy,"The Stanford Human Trafficking Data Lab conducts critical research through a collaboration among academics, health-care providers and frontline trafficking experts and prosecutors, using promising innovations in modern data science.","Melding Artificial Intelligence and Algorithms with Health Care and Policy The Stanford Human Trafficking Data Lab conducts critical research through a collaboration among academics, health-care providers and frontline trafficking experts and prosecutors, using promising innovations in modern data science.",melding artificial intelligence algorithm health care policy stanford human trafficking data lab conduct critical research collaboration among academic healthcare provider frontline trafficking expert prosecutor using promising innovation modern data science,0.9994476437568665,positive
5,https://news.google.com/rss/articles/CBMigwFodHRwczovL3d3dy5iYm50aW1lcy5jb20vdGVjaG5vbG9neS9jeWJlcnNlY3VyaXR5LWluLTIwMjEtaG93LWFydGlmaWNpYWwtaW50ZWxsaWdlbmNlLXBvd2VyZWQtYmlvbWV0cmljcy1pcy1wcm92aWRpbmctbW9yZS1zZWN1cml0edIBhwFodHRwczovL3d3dy5iYm50aW1lcy5jb20vdGVjaG5vbG9neS9jeWJlcnNlY3VyaXR5LWluLTIwMjEtaG93LWFydGlmaWNpYWwtaW50ZWxsaWdlbmNlLXBvd2VyZWQtYmlvbWV0cmljcy1pcy1wcm92aWRpbmctbW9yZS1zZWN1cml0eS9hbXA?oc=5,2021-02-24,BBN Times,https://www.bbntimes.com,Cybersecurity in 2021: How Artificial Intelligence Powered Biometrics is Providing More Security,"The combination of artificial intelligence (AI) and biometrics can develop powerful security models.
","Cybersecurity in 2021: How Artificial Intelligence Powered Biometrics is Providing More Security The combination of artificial intelligence (AI) and biometrics can develop powerful security models.
",cybersecurity artificial intelligence powered biometrics providing security combination artificial intelligence ai biometrics develop powerful security model,0.9883252382278442,positive
6,https://news.google.com/rss/articles/CBMiTmh0dHBzOi8vd3d3LnVsLmllL3NlZmxjL25ld3MvYWktaXJlbGFuZC1wb2RjYXN0LW1zYy1pbi1hcnRpZmljaWFsLWludGVsbGlnZW5jZdIBAA?oc=5,2021-02-24,University of Limerick,https://www.ul.ie,AI Ireland Podcast: MSc in Artificial Intelligence,"Mark Kelly from AI Ireland spoke to Pepijn van de Van course director for UL’s part-time (and online) MSc in Artificial Intelligence.   UL started this Masters programme in the autumn of 2018 in close collaboration with ICT Skillnet, ICHEC and a large number of Irish industries with an interest in Artificial Intelligence and Machine Learning. This programme is unique in Ireland in that it was developed fully from scratch based on industry needs and requirements for upskilling the Irish workforce in AI and machine learning. Moreover, the programme was developed with fully online delivery in mind and this has shown to be a key strength of the programme. Click here to listen to the full podcast and hear some of the students speak about the course and returning to education. ","AI Ireland Podcast: MSc in Artificial Intelligence Mark Kelly from AI Ireland spoke to Pepijn van de Van course director for UL’s part-time (and online) MSc in Artificial Intelligence.   UL started this Masters programme in the autumn of 2018 in close collaboration with ICT Skillnet, ICHEC and a large number of Irish industries with an interest in Artificial Intelligence and Machine Learning. This programme is unique in Ireland in that it was developed fully from scratch based on industry needs and requirements for upskilling the Irish workforce in AI and machine learning. Moreover, the programme was developed with fully online delivery in mind and this has shown to be a key strength of the programme. Click here to listen to the full podcast and hear some of the students speak about the course and returning to education. ",ai ireland podcast msc artificial intelligence mark kelly ai ireland spoke pepijn van de van course director uls parttime online msc artificial intelligence ul started master programme autumn close collaboration ict skillnet ichec large number irish industry interest artificial intelligence machine learning programme unique ireland developed fully scratch based industry need requirement upskilling irish workforce ai machine learning moreover programme developed fully online delivery mind shown key strength programme click listen full podcast hear student speak course returning education,0.9835551381111145,positive
7,https://news.google.com/rss/articles/CBMibmh0dHBzOi8vdGhlY29udmVyc2F0aW9uLmNvbS90aGUtcm9ib3QtcmV2b2x1dGlvbi1pcy1oZXJlLWhvdy1pdHMtY2hhbmdpbmctam9icy1hbmQtYnVzaW5lc3Nlcy1pbi1jYW5hZGEtMTU1MjY30gEA?oc=5,2021-02-23,The Conversation,https://theconversation.com,The robot revolution is here: How it's changing jobs and businesses in Canada,"As the use of robots and autonomous machines increases across industries, governments need to have a strategy in place. The labour force will transition out of automated tasks into new jobs.","The robot revolution is here: How it's changing jobs and businesses in Canada As the use of robots and autonomous machines increases across industries, governments need to have a strategy in place. The labour force will transition out of automated tasks into new jobs.",robot revolution changing job business canada use robot autonomous machine increase across industry government need strategy place labour force transition automated task new job,0.7145733833312988,positive
8,https://news.google.com/rss/articles/CBMiiQFodHRwczovL2FuYWx5dGljc2luZGlhbWFnLmNvbS9pbi1jb252ZXJzYXRpb24td2l0aC1kci1hbHBhbi1yYXZhbC1oZWFkLW9mLWRhdGEtc2NpZW5jZS1hdC13YWRod2FuaS1pbnN0aXR1dGUtZm9yLWFydGlmaWNpYWwtaW50ZWxsaWdlbmNlL9IBAA?oc=5,2021-02-23,AIM,https://analyticsindiamag.com,"In Conversation With Dr Alpan Raval, Head of Data Science At Wadhwani Institute for Artificial Intelligence – AIM",,"In Conversation With Dr Alpan Raval, Head of Data Science At Wadhwani Institute for Artificial Intelligence – AIM nan",conversation dr alpan raval head data science wadhwani institute artificial intelligence aim nan,0.6949349045753479,negative
9,https://news.google.com/rss/articles/CBMiiwFodHRwczovL3d3dy5kYXplZGRpZ2l0YWwuY29tL2FydC1waG90b2dyYXBoeS9hcnRpY2xlLzUyMDMwLzEvcGVvcGxlLWNhbnQtZGlzdGluZ3Vpc2gtYmV0d2Vlbi1haS1hcnRpZmljaWFsLWludGVsbGlnZW5jZS1odW1hbi1hcnQtbmV3LXN0dWR50gGRAWh0dHBzOi8vd3d3LmRhemVkZGlnaXRhbC5jb20vYXJ0LXBob3RvZ3JhcGh5L2FydGljbGUvNTIwMzAvMS9wZW9wbGUtY2FudC1kaXN0aW5ndWlzaC1iZXR3ZWVuLWFpLWFydGlmaWNpYWwtaW50ZWxsaWdlbmNlLWh1bWFuLWFydC1uZXctc3R1ZHk_YW1wPTE?oc=5,2021-02-25,Dazed,https://www.dazeddigital.com,"Most people can’t distinguish between AI and human art, says a new study","Inspired by the $432,500 sale of an AI-created portrait, the study also explores what types of art are most associated with artificially intelligent creators","Most people can’t distinguish between AI and human art, says a new study Inspired by the $432,500 sale of an AI-created portrait, the study also explores what types of art are most associated with artificially intelligent creators",people cant distinguish ai human art say new study inspired sale aicreated portrait study also explores type art associated artificially intelligent creator,0.9282344579696655,negative
