Unnamed: 0,URL Link,Date,Source,Source Link,Title,Description,Text to Process,Preprocessed Text,Value,Sentiment
0,https://news.google.com/rss/articles/CBMiaWh0dHBzOi8vd3d3LnBvbGl0aWNvLmV1L2FydGljbGUvZmlubGFuZC1vbmUtcGVyY2VudC1haS1hcnRpZmljaWFsLWludGVsbGlnZW5jZS1jb3Vyc2VzLWxlYXJuaW5nLXRyYWluaW5nL9IBAA?oc=5,2019-01-02,POLITICO Europe,https://www.politico.eu,Finland's grand AI experiment – POLITICO,Inside Finland’s plan to train its population in artificial intelligence.,Finland's grand AI experiment – POLITICO Inside Finland’s plan to train its population in artificial intelligence.,finland grand ai experiment politico inside finland plan train population artificial intelligence,0.8949792385101318,positive
1,https://news.google.com/rss/articles/CBMiZmh0dHBzOi8vd3d3LmZvcmJlcy5jb20vc2l0ZXMvZGFuaWVsYXJheWEvMjAxOS8wMS8wNC9hcnRpZmljaWFsLWludGVsbGlnZW5jZS1hbmQtdGhlLWVuZC1vZi1nb3Zlcm5tZW50L9IBAA?oc=5,2019-01-04,Forbes,https://www.forbes.com,Artificial Intelligence And The End Of Government,"Building on deep learning tools, AI could mean significantly improving service delivery for citizens and elevating the work of public service professionals while also inspiring a new generation of technocrats to enter government. Alternatively, AI could also mean remaking government altogether.","Artificial Intelligence And The End Of Government Building on deep learning tools, AI could mean significantly improving service delivery for citizens and elevating the work of public service professionals while also inspiring a new generation of technocrats to enter government. Alternatively, AI could also mean remaking government altogether.",artificial intelligence end government building deep learning tool ai could mean significantly improving service delivery citizen elevating work public service professional also inspiring new generation technocrat enter government alternatively ai could also mean remaking government altogether,0.5885784029960632,negative
2,https://news.google.com/rss/articles/CBMiTWh0dHBzOi8vd3d3LnRoZXN0cmVldC5jb20vdGVjaG5vbG9neS93aGF0LWlzLWFydGlmaWNpYWwtaW50ZWxsaWdlbmNlLTE0ODIyMDc20gEA?oc=5,2019-01-03,TheStreet,https://www.thestreet.com,What Is Artificial Intelligence? Examples and News in 2019,"Artificial intelligence, or AI, is the use of computer science programming to imitate human thought and action by analyzing data and surroundings, solving or anticipating problems and learning or self-teaching to adapt to a variety of tasks.","What Is Artificial Intelligence? Examples and News in 2019 Artificial intelligence, or AI, is the use of computer science programming to imitate human thought and action by analyzing data and surroundings, solving or anticipating problems and learning or self-teaching to adapt to a variety of tasks.",artificial intelligence example news artificial intelligence ai use computer science programming imitate human thought action analyzing data surroundings solving anticipating problem learning selfteaching adapt variety task,0.7591795325279236,positive
3,https://news.google.com/rss/articles/CBMiZ2h0dHBzOi8vc2luZ3VsYXJpdHlodWIuY29tLzIwMTkvMDEvMDEvYWktd2lsbC1jcmVhdGUtbWlsbGlvbnMtbW9yZS1qb2JzLXRoYW4taXQtd2lsbC1kZXN0cm95LWhlcmVzLWhvdy_SAQA?oc=5,2019-01-01,Singularity Hub,https://singularityhub.com,AI Will Create Millions More Jobs Than It Will Destroy. Here's How,"Just as with the internet, the real gains in jobs spurred by AI will come from places where our imaginations cannot yet take us.","AI Will Create Millions More Jobs Than It Will Destroy. Here's How Just as with the internet, the real gains in jobs spurred by AI will come from places where our imaginations cannot yet take us.",ai create million job destroy internet real gain job spurred ai come place imagination yet take u,0.9540397524833679,negative
4,https://news.google.com/rss/articles/CBMiamh0dHBzOi8vaW5ld3MuY28udWsvbmV3cy9sb25nLXJlYWRzL2FydGlmaWNpYWwtaW50ZWxsaWdlbmNlLXJvYm90cy1tYWNoaW5lcy1qb2JzLXdvcmstYWktYXV0b21hdGlvbi0yNDEwNzHSAQA?oc=5,2019-01-01,inews,https://inews.co.uk,Will robots give us four,Smart machines could give us all lives of leisure in future – or they may simply leave us without any wages. Artificial Intelligence expert Toby Walsh looks ahead to the work revolution coming our way,Will robots give us four Smart machines could give us all lives of leisure in future – or they may simply leave us without any wages. Artificial Intelligence expert Toby Walsh looks ahead to the work revolution coming our way,robot give u four smart machine could give u life leisure future may simply leave u without wage artificial intelligence expert toby walsh look ahead work revolution coming way,0.5547744631767273,positive
5,https://news.google.com/rss/articles/CBMiRmh0dHBzOi8vd3d3LnNpZW1lbnMtaGVhbHRoaW5lZXJzLmNvbS9oci9uZXdzL21zby1kaWdpdGFsLWdpcGZlbC0zLmh0bWzSAQA?oc=5,2019-01-01,Siemens Healthineers,https://www.siemens-healthineers.com,Precision Medicine: The Power of Algorithms,"Precision medicine is more than gene analysis: thanks to extensive, individual data sets modern artificial intelligence (AI) algorithms help ensure more effective prevention, more precise diagnostics, predictive treatment planning, and customized insurant and patient management.","Precision Medicine: The Power of Algorithms Precision medicine is more than gene analysis: thanks to extensive, individual data sets modern artificial intelligence (AI) algorithms help ensure more effective prevention, more precise diagnostics, predictive treatment planning, and customized insurant and patient management.",precision medicine power algorithm precision medicine gene analysis thanks extensive individual data set modern artificial intelligence ai algorithm help ensure effective prevention precise diagnostics predictive treatment planning customized insurant patient management,0.9980472326278687,positive
6,https://news.google.com/rss/articles/CBMiM2h0dHBzOi8vd3d3LmF6b25hbm8uY29tL2FydGljbGUuYXNweD9BcnRpY2xlSUQ9NTExNtIBAA?oc=5,2019-01-04,AZoNano,https://www.azonano.com,AI and Nanotechnology,In this article the applications of AI and Nanotechnology are discussed and how they impact on each other and what areas are they already working in and the potential that the future holds for the partnership of the two technologies,AI and Nanotechnology In this article the applications of AI and Nanotechnology are discussed and how they impact on each other and what areas are they already working in and the potential that the future holds for the partnership of the two technologies,ai nanotechnology article application ai nanotechnology discussed impact area already working potential future hold partnership two technology,0.8983706831932068,positive
7,https://news.google.com/rss/articles/CBMiWGh0dHBzOi8vd3d3LmJyb29raW5ncy5lZHUvYXJ0aWNsZXMvYXJ0aWZpY2lhbC1pbnRlbGxpZ2VuY2UtYW5kLWJpYXMtZm91ci1rZXktY2hhbGxlbmdlcy_SAQA?oc=5,2019-01-03,Brookings Institution,https://www.brookings.edu,Artificial intelligence and bias: Four key challenges | Brookings,"John Villasenor discusses the sources of bias in artificial intelligence, how to identify instances of bias, and what can be done to mitigate it.","Artificial intelligence and bias: Four key challenges | Brookings John Villasenor discusses the sources of bias in artificial intelligence, how to identify instances of bias, and what can be done to mitigate it.",artificial intelligence bias four key challenge brookings john villasenor discus source bias artificial intelligence identify instance bias done mitigate,0.7329015731811523,negative
8,https://news.google.com/rss/articles/CBMicmh0dHBzOi8vd3d3LmZvcmJlcy5jb20vc2l0ZXMvY29nbml0aXZld29ybGQvMjAxOS8wMS8wNC9wcm90ZWN0aW5nLWh1bWFuaXR5LWluLXRoZS1mYWNlLW9mLWFydGlmaWNpYWwtaW50ZWxsaWdlbmNlL9IBAA?oc=5,2019-01-04,Forbes,https://www.forbes.com,Protecting Humanity In The Face Of Artificial Intelligence,"What will an AI-powered world look like? As a species how can humans prepare? The evolution of AI, from narrow to general to super, will ultimately change everything. Consider the pattern recognition strength of human intelligence with the speed, memory and knowledge sharing of machine intelligence.","Protecting Humanity In The Face Of Artificial Intelligence What will an AI-powered world look like? As a species how can humans prepare? The evolution of AI, from narrow to general to super, will ultimately change everything. Consider the pattern recognition strength of human intelligence with the speed, memory and knowledge sharing of machine intelligence.",protecting humanity face artificial intelligence aipowered world look like specie human prepare evolution ai narrow general super ultimately change everything consider pattern recognition strength human intelligence speed memory knowledge sharing machine intelligence,0.7844235897064209,positive
9,https://news.google.com/rss/articles/CBMiYmh0dHBzOi8vZW1lcmouY29tL2FpLXNlY3Rvci1vdmVydmlld3MvYXJ0aWZpY2lhbC1pbnRlbGxpZ2VuY2UtYXQtdGhlLXRvcC01LXVzLWRlZmVuc2UtY29udHJhY3RvcnMv0gEA?oc=5,2019-01-03,Emerj,https://emerj.com,Artificial Intelligence at the Top 5 US Defense Contractors,Learn about the AI projects and initatives the top 5 US defense contractors are undertaking to provide leverage to the US military.,Artificial Intelligence at the Top 5 US Defense Contractors Learn about the AI projects and initatives the top 5 US defense contractors are undertaking to provide leverage to the US military.,artificial intelligence top u defense contractor learn ai project initatives top u defense contractor undertaking provide leverage u military,0.6769716739654541,positive
