,URL Link,Date,Source,Source Link,Title,Description,Text to Process,Preprocessed Text
0,https://news.google.com/rss/articles/CBMiLmh0dHBzOi8vd3d3LmJiYy5jby51ay9uZXdzL3RlY2hub2xvZ3ktNDk1MDgwOTHSATJodHRwczovL3d3dy5iYmMuY28udWsvbmV3cy90ZWNobm9sb2d5LTQ5NTA4MDkxLmFtcA?oc=5,2019-08-29,BBC,https://www.bbc.co.uk,Elon Musk and Jack Ma disagree about AI's threat,The two tech entrepreneurs debated the risks posed by artificial intelligence at an event in Shanghai.,Elon Musk and Jack Ma disagree about AI's threat The two tech entrepreneurs debated the risks posed by artificial intelligence at an event in Shanghai.,elon musk jack disagree ai threat two tech entrepreneur debated risk posed artificial intelligence event shanghai
1,https://news.google.com/rss/articles/CBMicWh0dHBzOi8vd3d3LmhvdHByZXNzLmNvbS9jdWx0dXJlL2FydGlmaWNpYWwtaW50ZWxsaWdlbmNlLW11c2ljcy1uZXh0LWZyb250aWVyLWRyZXctc2lsdmVyc3RlaW4taW50ZXJ2aWV3LTIyNzg2MzA30gEA?oc=5,2019-08-29,hotpress.com,https://www.hotpress.com,ARTIFICIAL INTELLIGENCE: MUSIC’S NEXT FRONTIER… The Drew Silverstein Interview,Named alongside Cardi B and Lizzo in Forbes&rsquo; 30 Under 30 class of 2018 &ndash; and joining all-star alumni including Drake and The Weeknd &ndash; Drew Silverstei...,ARTIFICIAL INTELLIGENCE: MUSIC’S NEXT FRONTIER… The Drew Silverstein Interview Named alongside Cardi B and Lizzo in Forbes&rsquo; 30 Under 30 class of 2018 &ndash; and joining all-star alumni including Drake and The Weeknd &ndash; Drew Silverstei...,artificial intelligence music next frontier drew silverstein interview named alongside cardi b lizzo forbesrsquo class ndash joining allstar alumnus including drake weeknd ndash drew silverstei
2,https://news.google.com/rss/articles/CBMibmh0dHBzOi8vd3d3LmVudHJlcHJlbmV1ci5jb20vZW4tYXUvbmV3cy1hbmQtdHJlbmRzL2ZyZWVsYW5jZS1qb2JzLXJlbGF0ZWQtdG8tYXJ0aWZpY2lhbC1pbnRlbGxpZ2VuY2UtaXMvMzM4OTAy0gEA?oc=5,2019-08-31,Entrepreneur,https://www.entrepreneur.com,Freelance Jobs Related to Artificial Intelligence is Trending: Report,"If you have a knack and expertise in the right areas, freelancing works offer a varied opportunities while sharing your knowledge and skills with clients","Freelance Jobs Related to Artificial Intelligence is Trending: Report If you have a knack and expertise in the right areas, freelancing works offer a varied opportunities while sharing your knowledge and skills with clients",freelance job related artificial intelligence trending report knack expertise right area freelancing work offer varied opportunity sharing knowledge skill client
3,https://news.google.com/rss/articles/CBMiSWh0dHBzOi8vd3d3LmNuZXQuY29tL3NjaWVuY2UvZWxvbi1tdXNrLXNheXMtYWktd2lsbC1tYWtlLWpvYnMtaXJyZWxldmFudC_SAQA?oc=5,2019-08-29,CNET,https://www.cnet.com,Elon Musk says AI will make jobs irrelevant,"Get a job writing AI software, he recommends. Until AI takes that over, too.","Elon Musk says AI will make jobs irrelevant Get a job writing AI software, he recommends. Until AI takes that over, too.",elon musk say ai make job irrelevant get job writing ai software recommends ai take
4,https://news.google.com/rss/articles/CBMiUGh0dHBzOi8vd3d3LmNuYmMuY29tLzIwMTkvMDgvMzAvamFjay1tYS1haS1jb3VsZC1naXZlLXVzLTEyLWhvdXItd29yay13ZWVrcy5odG1s0gFUaHR0cHM6Ly93d3cuY25iYy5jb20vYW1wLzIwMTkvMDgvMzAvamFjay1tYS1haS1jb3VsZC1naXZlLXVzLTEyLWhvdXItd29yay13ZWVrcy5odG1s?oc=5,2019-08-30,CNBC,https://www.cnbc.com,Jack Ma: A.I. could give us 12,"Jack Ma, the billionaire founder of Alibaba, previously supported the idea of a 12-hour work day. Now, he says people should have a 12-hour work week, with help from AI.","Jack Ma: A.I. could give us 12 Jack Ma, the billionaire founder of Alibaba, previously supported the idea of a 12-hour work day. Now, he says people should have a 12-hour work week, with help from AI.",jack ai could give u jack billionaire founder alibaba previously supported idea hour work day say people hour work week help ai
5,https://news.google.com/rss/articles/CBMicGh0dHBzOi8vd3d3LnBlb3BsZW1hdHRlcnMuaW4vYXJ0aWNsZS9oci10ZWNobm9sb2d5L2V4cGxvcmluZy1mdXR1cmUtb2Ytd29yay1hcnRpZmljaWFsLWludGVsbGlnZW5jZS1hbmQtaHItMjI4MjnSAWxodHRwczovL3d3dy5wZW9wbGVtYXR0ZXJzLmluL2FtcC1oci10ZWNobm9sb2d5LWV4cGxvcmluZy1mdXR1cmUtb2Ytd29yay1hcnRpZmljaWFsLWludGVsbGlnZW5jZS1hbmQtaHItMjI4Mjk?oc=5,2019-08-27,People Matters,https://www.peoplematters.in,"Exploring Future of Work, Artificial Intelligence and HR",nan,"Exploring Future of Work, Artificial Intelligence and HR nan",exploring future work artificial intelligence hr nan
6,https://news.google.com/rss/articles/CBMiHGh0dHBzOi8vbGVhcm4uZzIuY29tL2FpLWpvYnPSAQA?oc=5,2019-08-27,G2,https://learn.g2.com,7 Top AI Jobs to Flex Your Artificial Intelligence Prowess,Looking to find AI jobs that suit your degree or interests? We've compiled a list of the 7 most in-demand jobs in the artificial intelligence field today.,7 Top AI Jobs to Flex Your Artificial Intelligence Prowess Looking to find AI jobs that suit your degree or interests? We've compiled a list of the 7 most in-demand jobs in the artificial intelligence field today.,top ai job flex artificial intelligence prowess looking find ai job suit degree interest compiled list indemand job artificial intelligence field today
7,https://news.google.com/rss/articles/CBMibWh0dHBzOi8vd3d3LmxhdGltZXMuY29tL2J1c2luZXNzL3N0b3J5LzIwMTktMDgtMjkvYS0xMi1ob3VyLXdvcmt3ZWVrLWphY2stbWEtdGhpbmtzLWFpLWNvdWxkLW1ha2UtaXQtdGhlLW5vcm3SAQA?oc=5,2019-08-29,Los Angeles Times,https://www.latimes.com,A 12,"Jack Ma, China's richest man, has long advocated for China’s extreme work culture. But he said artificial intelligence could change that.","A 12 Jack Ma, China's richest man, has long advocated for China’s extreme work culture. But he said artificial intelligence could change that.",jack china richest man long advocated china extreme work culture said artificial intelligence could change
8,https://news.google.com/rss/articles/CBMiXmh0dHBzOi8vYnJlYWtpbmdkZWZlbnNlLmNvbS8yMDE5LzA4L2NhbXBhaWduLXRvLXN0b3Ata2lsbGVyLXJvYm90cy11bmV0aGljYWwtaW1tb3JhbC1ib2Itd29yay_SAWRodHRwczovL2JyZWFraW5nZGVmZW5zZS5jb20vMjAxOS8wOC9jYW1wYWlnbi10by1zdG9wLWtpbGxlci1yb2JvdHMtdW5ldGhpY2FsLWltbW9yYWwtYm9iLXdvcmsvP2FtcD0x?oc=5,2019-08-29,Breaking Defense,https://breakingdefense.com,Campaign To Stop Killer Robots ‘Unethical’ & ‘Immoral’: Bob Work,"""They’re willing to say, 'I’m willing to sacrifice the lives of American servicemen and women, I'm willing to take more civilian casualties ... on the off chance that sometime in the future this weapon will exist.""","Campaign To Stop Killer Robots ‘Unethical’ & ‘Immoral’: Bob Work ""They’re willing to say, 'I’m willing to sacrifice the lives of American servicemen and women, I'm willing to take more civilian casualties ... on the off chance that sometime in the future this weapon will exist.""",campaign stop killer robot unethical immoral bob work theyre willing say im willing sacrifice life american serviceman woman willing take civilian casualty chance sometime future weapon exist
9,https://news.google.com/rss/articles/CBMie2h0dHBzOi8vd3d3LmVkd2Vlay5vcmcvdGVhY2hpbmctbGVhcm5pbmcvYS1zdW1tZXItY2FtcC13aXRoLWEtbG9uZy1wbGFuLWtlZXBpbmctYmlhcy1vdXQtb2YtYXJ0aWZpY2lhbC1pbnRlbGxpZ2VuY2UvMjAxOS8wONIBAA?oc=5,2019-08-27,Education Week,https://www.edweek.org,A Summer Camp With a Long Plan: Keeping Bias Out of Artificial Intelligence,The founders of AI4ALL are hoping that diversifying the pipeline into their field will guard against the creation of algorithms that lead to discrimination against underrepresented groups.,A Summer Camp With a Long Plan: Keeping Bias Out of Artificial Intelligence The founders of AI4ALL are hoping that diversifying the pipeline into their field will guard against the creation of algorithms that lead to discrimination against underrepresented groups.,summer camp long plan keeping bias artificial intelligence founder aiall hoping diversifying pipeline field guard creation algorithm lead discrimination underrepresented group
