Unnamed: 0,URL Link,Date,Source,Source Link,Title,Description,Text to Process,Preprocessed Text,Value,Sentiment
0,https://news.google.com/rss/articles/CBMiZWh0dHBzOi8vd3d3LnRoZXZlcmdlLmNvbS8yMDIxLzkvMjgvMjI2OTYwNDEvYXJ0aWZpY2lhbC1pbnRlbGxpZ2VuY2UtYWktZ3B0LTMtd3JpdGVyLXBvZGNhc3QtdmVyZ2VjYXN00gEA?oc=5,2021-09-28,The Verge,https://www.theverge.com,Artificial intelligence might eventually write this article,"In this week’s Vergecast episode on artificial intelligence, we look at large language models and take a peek into the future. How might GPT-3 and others affect the future of AI-generated text?","Artificial intelligence might eventually write this article In this week’s Vergecast episode on artificial intelligence, we look at large language models and take a peek into the future. How might GPT-3 and others affect the future of AI-generated text?",artificial intelligence might eventually write article week vergecast episode artificial intelligence look large language model take peek future might gpt others affect future aigenerated text,-0.19714285714285712,negative
1,https://news.google.com/rss/articles/CBMiWmh0dHBzOi8vY3NldC5nZW9yZ2V0b3duLmVkdS9wdWJsaWNhdGlvbi90aGUtZG9kcy1oaWRkZW4tYXJ0aWZpY2lhbC1pbnRlbGxpZ2VuY2Utd29ya2ZvcmNlL9IBAA?oc=5,2021-09-28,Center for Security and Emerging Technology,https://cset.georgetown.edu,The DOD’s Hidden Artificial Intelligence Workforce,"This policy brief, authored in collaboration with the MITRE Corporation, provides a new perspective on the U.S. Department of Defense’s struggle to recruit and retain artificial intelligence talent. The authors find that the DOD already has a cadre of AI and related experts, but that this talent remains hidden. Better leveraging this talent could go a long way in meeting the DOD’s AI objectives. The authors argue that this can be done through policies that more effectively identify AI talent and assignment opportunities, processes that incentivize experimentation and changes in career paths, and investing in the necessary technological infrastructure.","The DOD’s Hidden Artificial Intelligence Workforce This policy brief, authored in collaboration with the MITRE Corporation, provides a new perspective on the U.S. Department of Defense’s struggle to recruit and retain artificial intelligence talent. The authors find that the DOD already has a cadre of AI and related experts, but that this talent remains hidden. Better leveraging this talent could go a long way in meeting the DOD’s AI objectives. The authors argue that this can be done through policies that more effectively identify AI talent and assignment opportunities, processes that incentivize experimentation and changes in career paths, and investing in the necessary technological infrastructure.",dod hidden artificial intelligence workforce policy brief authored collaboration mitre corporation provides new perspective u department defense struggle recruit retain artificial intelligence talent author find dod already cadre ai related expert talent remains hidden better leveraging talent could go long way meeting dod ai objective author argue done policy effectively identify ai talent assignment opportunity process incentivize experimentation change career path investing necessary technological infrastructure,-0.02891414141414142,negative
2,https://news.google.com/rss/articles/CBMigwFodHRwczovL3d3dy5mb3JiZXMuY29tL3NpdGVzL3RvbXRhdWxsaS8yMDIxLzA5LzI5L2FpLWFydGlmaWNpYWwtaW50ZWxsaWdlbmNlLXBvaXNlZC10by10cmFuc2Zvcm0tdGhlLW1hc3NpdmUtY29uc3RydWN0aW9uLWluZHVzdHJ5L9IBAA?oc=5,2021-09-29,Forbes,https://www.forbes.com,Artificial Intelligence: Poised To Transform The Massive Construction Industry,The industry has been slow to adopt digital solutions—but things are starting to change.,Artificial Intelligence: Poised To Transform The Massive Construction Industry The industry has been slow to adopt digital solutions—but things are starting to change.,artificial intelligence poised transform massive construction industry industry slow adopt digital solutionsbut thing starting change,-0.18,negative
3,https://news.google.com/rss/articles/CBMia2h0dHBzOi8vd3d3LndlZm9ydW0ub3JnL2FnZW5kYS8yMDIxLzA5L2Nhc2Utc3R1ZHktb24taWJtLWV0aGljYWwtdXNlLW9mLWFydGlmaWNpYWwtaW50ZWxsaWdlbmNlLXRlY2hub2xvZ3kv0gEA?oc=5,2021-09-28,World Economic Forum,https://www.weforum.org,3 lessons from IBM on designing ethical AI technology | World Economic Forum,"A new case study, co-authored by the World Economic Forum, delves into the lessons learned at IBM in the company's quest to develop ethical AI technology.","3 lessons from IBM on designing ethical AI technology | World Economic Forum A new case study, co-authored by the World Economic Forum, delves into the lessons learned at IBM in the company's quest to develop ethical AI technology.",lesson ibm designing ethical ai technology world economic forum new case study coauthored world economic forum delf lesson learned ibm company quest develop ethical ai technology,0.18727272727272726,positive
4,https://news.google.com/rss/articles/CBMibWh0dHBzOi8vd3d3LmNsYXNzaWNmbS5jb20vY29tcG9zZXJzL2JlZXRob3Zlbi91bmZpbmlzaGVkLXRlbnRoLXN5bXBob255LWNvbXBsZXRlZC1ieS1hcnRpZmljaWFsLWludGVsbGlnZW5jZS_SAQA?oc=5,2021-09-28,Classic FM,https://www.classicfm.com,Beethoven's unfinished Tenth Symphony completed by artificial intelligence,"Beethoven’s previously unfinished Tenth Symphony has been completed by artificial intelligence technology. The work will have its world premiere in Germany next month, 194 years after the composer’s death.","Beethoven's unfinished Tenth Symphony completed by artificial intelligence Beethoven’s previously unfinished Tenth Symphony has been completed by artificial intelligence technology. The work will have its world premiere in Germany next month, 194 years after the composer’s death.",beethoven unfinished tenth symphony completed artificial intelligence beethoven previously unfinished tenth symphony completed artificial intelligence technology work world premiere germany next month year composer death,-0.3416666666666667,negative
5,https://news.google.com/rss/articles/CBMiVmh0dHBzOi8vd3d3LmFyY2hkYWlseS5jb20vOTM3NTIzL2hvdy1hcnRpZmljaWFsLWludGVsbGlnZW5jZS13aWxsLXNoYXBlLWRlc2lnbi1ieS0yMDUw0gEA?oc=5,2021-09-28,ArchDaily,https://www.archdaily.com,How Artificial Intelligence Will Shape Design by 2050,"By 2050, the effects of AI adoption will be widely felt across all aspects of our daily lives.","How Artificial Intelligence Will Shape Design by 2050 By 2050, the effects of AI adoption will be widely felt across all aspects of our daily lives.",artificial intelligence shape design effect ai adoption widely felt across aspect daily life,-0.2333333333333333,negative
6,https://news.google.com/rss/articles/CBMiX2h0dHBzOi8vbmV3cy5mb3JkaGFtLmVkdS9wb2xpdGljcy1hbmQtc29jaWV0eS90aGUtcHJvbWlzZS1hbmQtcGVyaWwtb2YtYXJ0aWZpY2lhbC1pbnRlbGxpZ2VuY2Uv0gEA?oc=5,2021-09-30,Fordham News,https://news.fordham.edu,The Promise and Peril of Artificial Intelligence,"The concept of artificial intelligence has been with us since 1955, when a group of researchers first proposed a study of “the simulation of human intelligence processes by machines.” At","The Promise and Peril of Artificial Intelligence The concept of artificial intelligence has been with us since 1955, when a group of researchers first proposed a study of “the simulation of human intelligence processes by machines.” At",promise peril artificial intelligence concept artificial intelligence u since group researcher first proposed study simulation human intelligence process machine,-0.2375,negative
7,https://news.google.com/rss/articles/CBMiOGh0dHBzOi8vc3BlY3RydW0uaWVlZS5vcmcvYXJ0aWZpY2lhbC1pbnRlbGxpZ2VuY2UtcXVvdGVz0gFHaHR0cHM6Ly9zcGVjdHJ1bS5pZWVlLm9yZy9hbXAvYXJ0aWZpY2lhbC1pbnRlbGxpZ2VuY2UtcXVvdGVzLTI2NTUxNDk2NTM?oc=5,2021-09-30,IEEE Spectrum,https://spectrum.ieee.org,AI Experts Speak: Memorable Quotes from Spectrum's AI Coverage,<p>Hear from the many AI luminaries whom we've interviewed over the years</p>,AI Experts Speak: Memorable Quotes from Spectrum's AI Coverage <p>Hear from the many AI luminaries whom we've interviewed over the years</p>,ai expert speak memorable quote spectrum ai coverage hear many ai luminary interviewed year,0.5,positive
8,https://news.google.com/rss/articles/CBMiiQFodHRwczovL3d3dy5mZWRlcmFsdGltZXMuY29tL3Rob3VnaHQtbGVhZGVyc2hpcC8yMDIxLzA5LzI4L3doeS10aGUtZ292ZXJubWVudC1tYXJrZXQtZm9yLWFydGlmaWNpYWwtaW50ZWxsaWdlbmNlLXRlY2hub2xvZ3ktaXMtZXhwYW5kaW5nL9IBAA?oc=5,2021-09-28,Federal Times,https://www.federaltimes.com,Why the government market for artificial intelligence technology is expanding,"As government mission requirements grow, federal agencies are seeking ways to maximize the use of the vast data sets they collect and store.","Why the government market for artificial intelligence technology is expanding As government mission requirements grow, federal agencies are seeking ways to maximize the use of the vast data sets they collect and store.",government market artificial intelligence technology expanding government mission requirement grow federal agency seeking way maximize use vast data set collect store,-0.3,negative
9,https://news.google.com/rss/articles/CBMikAFodHRwczovL21lZGl1bS5kYXRhZHJpdmVuaW52ZXN0b3IuY29tL3JlY2VudC1zdHJhdGVnaWMtcGxhbi1vbi1hcnRpZmljaWFsLWludGVsbGlnZW5jZS1hbmQtbWFjaGluZS1sZWFybmluZy1ieS10aGUtdXMtZGVwYXJ0bWVudC1vZi04MzUwNjViNTZlNmHSAQA?oc=5,2021-09-30,DataDrivenInvestor,https://medium.datadriveninvestor.com,Recent Strategic Plan on Artificial Intelligence and Machine Learning by the US Department of…,"The initiatives and works that seek to establish certain fixed points in the ambit of new technologies and Artificial Intelligence are growing. The last in order of time, is a publication, edited by…","Recent Strategic Plan on Artificial Intelligence and Machine Learning by the US Department of… The initiatives and works that seek to establish certain fixed points in the ambit of new technologies and Artificial Intelligence are growing. The last in order of time, is a publication, edited by…",recent strategic plan artificial intelligence machine learning u department initiative work seek establish certain fixed point ambit new technology artificial intelligence growing last order time publication edited,-0.10705009276437848,negative
